label,step,T_max,T_mean,overheat_frac,mean_ctrl,cooling_power,TV,MI,corr
RF surrogate controller,625,47.537158072201386,30.16290438666657,0.0094,1.9075287319999298e-05,0.0037722347141383745,1.42981121746569e-05,0.051130276792374106,0.30270721369135156
RF surrogate controller,630,47.654217282965426,30.18729370672001,0.0098,2.8675107423372758e-05,0.005713528183664147,2.4134497829463257e-05,0.04504706734618462,0.2974637238362924
RF surrogate controller,635,47.769218400589196,30.211661363656756,0.0099,2.9070769899511556e-05,0.0058185856608062615,2.406640374653498e-05,0.046031724528667675,0.2884803577250465
RF surrogate controller,640,47.88318356435498,30.236010477579537,0.0106,3.0478572873053765e-05,0.006115535736201457,2.58924733899497e-05,0.04665689267745622,0.28714534254560925
RF surrogate controller,645,47.99701034709799,30.260341977551043,0.0109,3.935272686341036e-05,0.007960553484727873,3.0918010366227785e-05,0.049878674029206996,0.2915486600583082
RF surrogate controller,650,48.10908678461766,30.28465099831579,0.0114,4.894075941569685e-05,0.009877512699075304,3.548784714441139e-05,0.05556669488800238,0.3177291988981692
RF surrogate controller,655,48.219904473472226,30.308942207297566,0.0117,5.3736923026054164e-05,0.010898112098132315,4.06728581135768e-05,0.05669401130683027,0.3119010902989413
RF surrogate controller,660,48.32971562203587,30.33320921654692,0.0122,6.72403942866002e-05,0.013701562005958987,4.863923213843927e-05,0.06191395269098283,0.3175205416311997
RF surrogate controller,665,48.43870586687485,30.357457454127026,0.0127,6.79492755977274e-05,0.013893955236346935,5.02605019487596e-05,0.0618552424839348,0.31837162948494874
RF surrogate controller,670,48.54666570641831,30.381681039287464,0.0132,8.55226343494798e-05,0.017555078814239705,6.0821457423452644e-05,0.06304353032972203,0.3220630864998404
RF surrogate controller,675,48.654082296440095,30.40588597544727,0.0133,9.19191005659721e-05,0.018918816664058088,6.154026211886043e-05,0.06544959160238063,0.33225819326995226
RF surrogate controller,680,48.76085598714851,30.430067823563178,0.0139,9.210539491908842e-05,0.019040339855776234,6.142356839372737e-05,0.06288367784893516,0.32787381837783347
RF surrogate controller,685,48.86586502727911,30.45422402542724,0.0141,0.00010535279317770698,0.021839455258940037,6.844971694625895e-05,0.06662680565930212,0.3394317116617658
RF surrogate controller,690,48.969866670366955,30.478363410880718,0.0145,0.00012282561579835493,0.02553102081939268,8.085097082892727e-05,0.06423093612969906,0.3419707605892037
RF surrogate controller,695,49.073068044090995,30.5024854245298,0.0149,0.00011621214761625398,0.02424569338758699,7.796530444526597e-05,0.06494667217393554,0.3357271241765731
RF surrogate controller,700,49.17326329724674,30.526566340079217,0.0154,0.0001529621879789419,0.031985685303881635,9.587046254825812e-05,0.07334816263668427,0.3518441953347089
RF surrogate controller,705,49.273162744913186,30.550629920702214,0.0157,0.00014995352719725125,0.03147748540103735,9.771000755879038e-05,0.06685649277380025,0.3432141839356286
RF surrogate controller,710,49.372297382305376,30.574661089258758,0.0165,0.0001742784128994883,0.03668656549535261,0.0001089792647920074,0.07210754336974781,0.35106107967395367
RF surrogate controller,715,49.47053695267728,30.59866809990615,0.0171,0.00016944729973925236,0.03572962479269529,0.00010377907896570067,0.07900170503786033,0.3610508112013135
RF surrogate controller,720,49.56801511861032,30.622652795087802,0.0177,0.00019262857569909186,0.04072521492233891,0.0001132993768137473,0.08312225975729307,0.3648009018879538
RF surrogate controller,725,49.66443807111928,30.646600453599106,0.0183,0.00022943726286599607,0.04862911508247245,0.0001326732078045676,0.08054466647783838,0.368207454032331
RF surrogate controller,730,49.76035970609986,30.67052940455846,0.0195,0.0002404761411524314,0.051108845807807404,0.00013496303175209449,0.08061248207038199,0.37746452095633054
RF surrogate controller,735,49.854290583943985,30.69443391506523,0.0199,0.00025808941825765006,0.0548644536468214,0.0001423109252874847,0.0890517361692914,0.38766995934180226
RF surrogate controller,740,49.946984965207506,30.718304631311483,0.0207,0.00029593812358233717,0.06293615636961042,0.00015515027550517494,0.0919519022806775,0.40149059594199143
RF surrogate controller,745,50.03850648824,30.742151599684497,0.0213,0.00028547113815944334,0.060937707825757616,0.00015394703585584218,0.09431427220326354,0.39888378637299793
RF surrogate controller,750,50.12982335275393,30.765971983053692,0.0219,0.00031517768768499676,0.06748844538827221,0.00016824731373591532,0.09271464905545312,0.3988770372592037
RF surrogate controller,755,50.220909265507,30.789778568196954,0.0228,0.000277365545060003,0.05976545805336411,0.00015335492892642674,0.08387027539056748,0.3850396985431247
RF surrogate controller,760,50.310193623166384,30.813556512759703,0.0236,0.00033431656472284783,0.07201465193356338,0.00018046729897999,0.09068579856921438,0.3978124985651746
RF surrogate controller,765,50.398899053918804,30.837295256715407,0.0243,0.00034440082397247355,0.07417017630745225,0.0001793566944857782,0.09643493591061612,0.4116262622806066
RF surrogate controller,770,50.48517642248093,30.86100073655731,0.0251,0.00037212668245379586,0.08047422152942643,0.0001901126551737599,0.09921275153813007,0.4099728109450364
RF surrogate controller,775,50.57286554228336,30.884688406408213,0.0258,0.00039042025757159615,0.08475919628628906,0.00020164815305943429,0.09622818554913648,0.40842708099715685
RF surrogate controller,780,50.65915939370398,30.908343618133717,0.0265,0.0003796497457213065,0.08234899016756983,0.00018800736854594148,0.09694109389983097,0.41965373508448905
RF surrogate controller,785,50.74429303748381,30.931964372059,0.0269,0.00042253475862318745,0.09197464680661628,0.00021285243308900338,0.1049730113005356,0.4188990011134342
RF surrogate controller,790,50.828708178993686,30.955565703271738,0.0277,0.0003774598460120288,0.08246208504901574,0.000195269160386688,0.10302238001494404,0.41481130982919057
RF surrogate controller,795,50.91240625796838,30.97911807611076,0.0284,0.0004750060411783074,0.10365018042226046,0.0002340468204396159,0.10793075875468022,0.43049727677148775
RF surrogate controller,800,50.995988931171944,31.002657459475426,0.0292,0.0004957966177143767,0.10823880616275348,0.0002348851101813096,0.10820157489396122,0.43969944602212657
RF surrogate controller,805,51.07886831837831,31.0261484293663,0.0298,0.0005401927822136013,0.1183426940484777,0.0002497536068272121,0.11145206909416946,0.4382529272086118
RF surrogate controller,810,51.161261149142355,31.049624511610507,0.0302,0.0005073453741698342,0.11132454030483604,0.00024162150241608234,0.1176870973422659,0.43915549944283594
RF surrogate controller,815,51.23692566928075,31.073056929295266,0.0309,0.000563490176416274,0.12409166529974008,0.00027449022444235073,0.10480630644767785,0.4361301533303317
RF surrogate controller,820,51.31971503670752,31.096469835955485,0.0318,0.0005748441355419018,0.1262431971353995,0.000261032650467163,0.12162323630250865,0.4565292786453952
RF surrogate controller,825,51.39565158775244,31.11983429948598,0.0322,0.0006242099615090321,0.13805922199671755,0.0003024808174879063,0.11021589004785687,0.44066750573963753
RF surrogate controller,830,51.47036547214539,31.14316902089801,0.0332,0.0006380473220106834,0.1414139738516994,0.00031112790564402664,0.12080274124445972,0.44182004424906957
RF surrogate controller,835,51.53826464290094,31.16646987595695,0.0337,0.00070211671791225,0.1549139078218869,0.00032641749241727814,0.1298819623951371,0.46635408905087183
RF surrogate controller,840,51.61029292191729,31.189737050472736,0.0349,0.000656730841981341,0.14571572535620406,0.0003105262510452292,0.12106545484359948,0.45292524101801196
RF surrogate controller,845,51.68308942209915,31.212964360489202,0.0355,0.0007414045893156738,0.16533927326433293,0.00036473158022898083,0.1295523389338783,0.44616904679781694
RF surrogate controller,850,51.750869946803036,31.236145976070205,0.0358,0.0007482464271986711,0.16685921960706399,0.0003555842669001832,0.12942797719086613,0.4540915938607303
RF surrogate controller,855,51.817030746008264,31.259287732553947,0.0364,0.0007484259976354321,0.16693553416101067,0.00034886511566879763,0.13660450966823737,0.4610677219061873
RF surrogate controller,860,51.88308373771742,31.282415855744404,0.0371,0.0007738097556930741,0.17286493532555763,0.00035596868337435804,0.13627880410349524,0.46428411470804587
RF surrogate controller,865,51.949227845764305,31.30550764298953,0.0375,0.000807036586004217,0.18072291034251706,0.00037115707299754366,0.1408289925359644,0.4634572615782372
RF surrogate controller,870,52.01569707702206,31.328564858936566,0.0383,0.0007816368417092937,0.17520979870275274,0.00038021845636981595,0.14372413630031436,0.465794608788179
RF surrogate controller,875,52.081487690495685,31.351574546538306,0.0387,0.0008995201889363533,0.20181757797470842,0.00041414560319740347,0.14904954600086529,0.4741178315865325
RF surrogate controller,880,52.147737574961354,31.37455765430911,0.0394,0.0008341857374005078,0.18771935666164108,0.0003916560116785882,0.14513701995771988,0.4688320642196289
RF surrogate controller,885,52.213157793278306,31.397487867504296,0.04,0.0008892336391877995,0.20014159244980673,0.00039997666012877523,0.1506683784114504,0.4769601847747437
RF surrogate controller,890,52.27742267778516,31.420355971642323,0.0407,0.0010631797453295262,0.23798950620563705,0.0004658320451174215,0.16989257696312657,0.5003292419980099
RF surrogate controller,895,52.34159313501486,31.443224833710225,0.0414,0.0010284303233321801,0.23149653429976738,0.00046099724344426994,0.16546513297077994,0.4912406812009228
RF surrogate controller,900,52.4053705546571,31.466034738527167,0.042,0.0010515307105853386,0.2366483867339838,0.00047893294944819265,0.16622756166410288,0.4944280059386708
RF surrogate controller,905,52.46823007104883,31.488820077264098,0.0423,0.0010241525142201588,0.23146854276684398,0.0004707201878618707,0.1653023605302849,0.48857028143500686
RF surrogate controller,910,52.531812398474145,31.511560539285107,0.0434,0.001068065404216839,0.2408214754972138,0.00045540497382175963,0.1661054807668875,0.5063090339101288
RF surrogate controller,915,52.59345304718996,31.534261086975423,0.0441,0.0011246686654830134,0.2545191980673159,0.0005211332875435606,0.1646791309587632,0.49944596362242416
RF surrogate controller,920,52.65270459090356,31.556912732380297,0.0443,0.0011831584379531045,0.2681741515677689,0.0005350671713132589,0.16816306004134052,0.49936295512482626
RF surrogate controller,925,52.710192983257855,31.579548995553324,0.045,0.0010854137277992956,0.24755939724237525,0.0005086037948970076,0.16563858084241742,0.48613033616451856
RF surrogate controller,930,52.768301184033746,31.60213384583496,0.0457,0.0011513632025220764,0.2613385951458352,0.00051360986504081,0.17828281875739396,0.5077380973502947
RF surrogate controller,935,52.80619057820067,31.624672981991473,0.0465,0.0013687012766474091,0.31175553035001663,0.0007167926218560384,0.1442268092149927,0.4845989962535856
RF surrogate controller,940,52.865904652262856,31.64713841531308,0.0471,0.0012914646197663845,0.2935913719193403,0.0006051851228555249,0.18104498385004775,0.5153410282422372
RF surrogate controller,945,52.91640787695866,31.669592167399607,0.0475,0.001304172807700798,0.29816312134944684,0.0006675016239582247,0.14784163217814564,0.494171822727231
RF surrogate controller,950,52.924054701510826,31.691960621198447,0.0482,0.0014466510189980132,0.3317085328699528,0.0008095749173829583,0.14989707542307792,0.47873607026298653
RF surrogate controller,955,52.92832039812234,31.714239875247742,0.0489,0.0015994955904997687,0.36772243653380565,0.0009481233913696055,0.15496323129221004,0.4697747359447101
RF surrogate controller,960,52.9280000388764,31.736427587187574,0.0492,0.0016886449064343256,0.38671761822182993,0.0009374393646382747,0.16105964044450777,0.4865321893572622
RF surrogate controller,965,52.94854437277085,31.75862198702718,0.0496,0.0017239572531219632,0.39634673800908415,0.0009800361830713303,0.15710582774200607,0.48081859541249944
RF surrogate controller,970,52.96675301093844,31.780738821342542,0.0504,0.0015780967856950428,0.36022751288495836,0.0008141294512093263,0.17057205789292587,0.5265834587065206
RF surrogate controller,975,52.979325693267974,31.802807415351122,0.0512,0.0016510824281002123,0.37966319475971383,0.0009158360439736554,0.16076505437332167,0.49371223044752516
RF surrogate controller,980,52.99688599318319,31.82481517608037,0.0518,0.001774630975798089,0.4112490778174753,0.0010077659158829267,0.15988862107974774,0.4643477862195261
RF surrogate controller,985,53.00889402426999,31.846688187902398,0.0523,0.001937256532662401,0.4480469846850903,0.0010936030883349477,0.17339221618969164,0.47631207955765603
RF surrogate controller,990,53.01562927048915,31.868505392177344,0.0526,0.0020489683545463957,0.47333352115123745,0.0011741207282592783,0.17727784981815264,0.4830798352246451
RF surrogate controller,995,53.02585841276447,31.890334793883238,0.0529,0.0019283462989363692,0.44538907005805906,0.0011392157694425204,0.1682832201926342,0.4854583094798764
RF surrogate controller,1000,53.04532884978076,31.912105302544013,0.0535,0.002115474694996834,0.4891151350950249,0.0012410286092475607,0.17566181938922681,0.4884026665067552
RF surrogate controller,1005,53.06155293153814,31.93373798590111,0.0542,0.002092221364185426,0.4836354393533594,0.0011909760845605982,0.1806373603548918,0.4920949055818696
RF surrogate controller,1010,53.07332738657065,31.955336768796908,0.0548,0.002274523851810456,0.5247761618097261,0.0012715403483042347,0.1861573560421635,0.5044755836063266
RF surrogate controller,1015,53.08370656947517,31.976911787872027,0.0554,0.0021398978288937466,0.4946758457865003,0.001155167864743064,0.18687299680402708,0.49639836241629337
RF surrogate controller,1020,53.09419708835441,31.998404183213133,0.056,0.002334853170887104,0.5411780340721601,0.0012650128950060994,0.18475473809924853,0.4930678880265817
RF surrogate controller,1025,53.10688239416912,32.01985788440083,0.0568,0.0023715332338586984,0.5498014890558094,0.0012830018663958337,0.18370421429752953,0.49771056973672595
RF surrogate controller,1030,53.11857289373398,32.04119554555248,0.0573,0.00232553910393141,0.541432450949048,0.0013129509794776652,0.18817454081469404,0.48837498955204994
RF surrogate controller,1035,53.127273146859466,32.062492558564756,0.0576,0.0022988224380852875,0.5333230315243014,0.0012568927870725867,0.19141444092290635,0.4988381915451301
RF surrogate controller,1040,53.13732334662075,32.083737359580866,0.0583,0.0025911679239633313,0.6006642647211199,0.0014844140453580336,0.20296544619765527,0.5058880766194745
RF surrogate controller,1045,53.14600918909196,32.10490077291057,0.0587,0.002718843585799422,0.6307294283333321,0.0015166798230354897,0.21072058006545266,0.5113762529821821
RF surrogate controller,1050,53.15999405667627,32.12605746320442,0.0597,0.0024475472056462804,0.5656098675760478,0.0013209479811312405,0.20618989889105652,0.5199090352157302
RF surrogate controller,1055,53.17320104277183,32.1470929210004,0.0601,0.0029525845697959087,0.6887796567594581,0.0016214383321891176,0.20003904330122319,0.5059951312830061
RF surrogate controller,1060,53.184411023851304,32.16804860669936,0.0608,0.002810214192495571,0.6517994392516125,0.0015405419888473721,0.2155439476914911,0.520726509867898
RF surrogate controller,1065,53.19253126248414,32.18892351197297,0.0614,0.0030989440998897087,0.7203964931653307,0.0016637218646542587,0.2217315320053035,0.5227537096783821
RF surrogate controller,1070,53.20138906308404,32.20981847199359,0.062,0.0030219720540775063,0.6998761493441722,0.001626830540694929,0.21945748178038116,0.5354892012960178
RF surrogate controller,1075,53.21141335049011,32.23067604780942,0.0624,0.0031267891990683088,0.7297805642408208,0.0015894831784169215,0.2133542948279144,0.512782362155969
RF surrogate controller,1080,53.22236077309843,32.251412925761734,0.0628,0.003193257087422282,0.7417190842456979,0.001642333461298239,0.22066951546466393,0.5330068667794883
RF surrogate controller,1085,53.23343321123128,32.27214266508063,0.0633,0.003118003707048063,0.7220396831697532,0.0016518854846696968,0.22603169154973057,0.5402268949206009
RF surrogate controller,1090,53.24611909300948,32.29283916052996,0.0635,0.0031002111716848186,0.7203288424015911,0.0016913550348799655,0.23370718905784382,0.5311185623156865
RF surrogate controller,1095,53.25696722260591,32.313377995982684,0.0642,0.0032497874727352937,0.753725767802379,0.0016416723131085567,0.23676835813950337,0.5437710461100294
RF surrogate controller,1100,53.26674692058298,32.333758762917036,0.0646,0.003597524265260712,0.8354756168137933,0.0018169737589042712,0.23986419174032705,0.5474531087744654
RF surrogate controller,1105,53.2755265935512,32.35420630162037,0.0651,0.0034081535409764946,0.7931732417546458,0.0016456157838352543,0.24737040964095958,0.5385227692832352
RF surrogate controller,1110,53.28336905882203,32.37457797057144,0.0655,0.003528630849815616,0.8195724717355178,0.0017598877534358423,0.23704209248523203,0.5471992019826328
RF surrogate controller,1115,53.29157242534524,32.394957511154566,0.0659,0.003508386012439042,0.8146438721035824,0.0017981958640886386,0.233950798856311,0.5462986822561541
RF surrogate controller,1120,53.29806190648038,32.4151500077362,0.0665,0.003554990612490476,0.8278499587405674,0.001729218943732654,0.2422623348357963,0.5419338956852606
RF surrogate controller,1125,53.3056446308776,32.43530520141225,0.0666,0.003790005000192343,0.8849903036786411,0.0017773490783430535,0.24443261850776393,0.5424053187926782
RF surrogate controller,1130,53.31091557249929,32.455421162174524,0.0673,0.0038916629202633956,0.9038936439572773,0.0019451921756449457,0.2489776216691439,0.5597719963141858
RF surrogate controller,1135,53.31648260005637,32.475497892532324,0.0676,0.0037969864391642007,0.881789700268755,0.0018499504387557092,0.25509112829268343,0.5584704559681427
RF surrogate controller,1140,53.32114021568166,32.49550164487824,0.0682,0.003923595410809304,0.9152576416049709,0.0017503700830781216,0.24989493892468342,0.5497891009578136
RF surrogate controller,1145,53.3255486381804,32.51549508598044,0.0691,0.0038248840515240487,0.8876651958915154,0.0018353677012112944,0.25373866971299197,0.5653296879621497
RF surrogate controller,1150,53.33141759040027,32.53536064270113,0.0698,0.003956334377917022,0.920416797165561,0.0019083374674392266,0.2513858923147743,0.5623762443978534
RF surrogate controller,1155,53.336640338197356,32.55517433528602,0.0703,0.004255445814262095,0.990779757219448,0.0018650783570251595,0.26409810807488854,0.5658649813843961
RF surrogate controller,1160,53.34131938754192,32.574951532609944,0.0708,0.004119566531510571,0.9594562018324039,0.0018301032554256438,0.2577892053694919,0.5645072230674071
RF surrogate controller,1165,53.34503459198428,32.59465018197044,0.0713,0.004002805180447252,0.9323706154312271,0.0018861420340833307,0.2609690029613734,0.5605852131576862
RF surrogate controller,1170,53.349714908451844,32.614248875437205,0.0717,0.004285570295746665,0.9965732030893473,0.0019171657163156142,0.27287795946770144,0.5697789680108588
RF surrogate controller,1175,53.35377110797686,32.63391252506996,0.072,0.004210209854211136,0.9813581433454661,0.0018256978773964678,0.2730858704086989,0.5644906178475055
RF surrogate controller,1180,53.35706143812718,32.65339349183517,0.0725,0.004462102568385063,1.0370370200643175,0.0019261095908854474,0.2678639463160698,0.5788807989435703
RF surrogate controller,1185,53.36130226812273,32.67291257093708,0.0733,0.00437482295472077,1.0207051341004467,0.0018748163010394148,0.26430173432633175,0.563763300680413
RF surrogate controller,1190,53.3646934890296,32.692397195686596,0.0738,0.004394837584680086,1.0251856631827083,0.001978471506570279,0.27490820960722057,0.5702013299467525
RF surrogate controller,1195,53.36937234367942,32.71177755951611,0.0742,0.00446184005746221,1.0381137986992486,0.0019384435462086154,0.28770474373429816,0.5771440499696026
RF surrogate controller,1199,53.37208553318914,32.727255725172945,0.0744,0.00448679610142277,1.0451257610634967,0.0018880423822248108,0.2727194327382491,0.5734636980447142
