step,max_uncertainty,mean_uncertainty,uncertainty_spread,analytical_sigma2
412,0.9241143866333789,0.006399999999999998,0.0172,0.0006938399999999999
413,0.9237249531738496,0.006399999999999999,0.0172,0.0006955199999999999
414,0.9233350104435049,0.006399999999999998,0.0172,0.0006971999999999999
415,0.9229445626531833,0.006399999999999998,0.0172,0.0006988799999999999
416,0.9225536140003605,0.006399999999999997,0.0172,0.0007005599999999999
417,0.9221621686690963,0.006399999999999998,0.0172,0.0007022399999999999
418,0.9217702308299828,0.006399999999999997,0.0172,0.0007039199999999999
419,0.9213778046400948,0.006399999999999997,0.0172,0.0007056
420,0.9209848942429414,0.006399999999999998,0.0172,0.00070728
421,0.9205915037684186,0.006399999999999997,0.0172,0.0007089599999999999
422,0.9201976373327642,0.006399999999999998,0.0172,0.0007106399999999999
423,0.9198032990385134,0.006399999999999998,0.0172,0.0007123199999999999
424,0.9194084929744565,0.006399999999999998,0.0172,0.000714
425,0.9190132232155969,0.006399999999999999,0.0172,0.00071568
426,0.9186174938231118,0.006399999999999998,0.0172,0.0007173599999999999
427,0.9182213088443136,0.006399999999999998,0.0172,0.0007190399999999999
428,0.9178246723126127,0.006399999999999997,0.0172,0.0007207199999999999
429,0.917427588247481,0.006399999999999998,0.0172,0.0007223999999999999
430,0.9170300606544186,0.006399999999999997,0.0172,0.00072408
431,0.9166320935249194,0.006399999999999998,0.0172,0.00072576
432,0.9162336908364395,0.006399999999999998,0.0172,0.0007274399999999999
433,0.9158348565523668,0.006399999999999997,0.0172,0.0007291199999999999
434,0.9154355946219913,0.006399999999999998,0.0172,0.0007307999999999999
435,0.9150359089804767,0.0063999999999999994,0.0172,0.00073248
436,0.9146358035488337,0.006399999999999998,0.0172,0.00073416
437,0.9142352822338939,0.006399999999999998,0.0172,0.00073584
438,0.9138343489282857,0.006399999999999997,0.0172,0.0007375199999999999
439,0.9134330075104101,0.006399999999999999,0.0172,0.0007391999999999999
440,0.9130312618444189,0.006399999999999999,0.0172,0.00074088
441,0.9126291157801933,0.006399999999999997,0.0172,0.00074256
442,0.9122265731533242,0.006399999999999998,0.0172,0.00074424
443,0.9118236377850929,0.006399999999999999,0.0172,0.00074592
444,0.9114203134824534,0.006399999999999998,0.0172,0.0007475999999999998
445,0.9110166040380157,0.006399999999999997,0.0172,0.0007492799999999998
446,0.9106125132300298,0.006399999999999998,0.0172,0.00075096
447,0.9102080448223716,0.006399999999999997,0.0172,0.00075264
448,0.9098032025645288,0.006399999999999998,0.0172,0.00075432
449,0.9093979901915885,0.006399999999999998,0.0172,0.0007559999999999998
450,0.9089924114242257,0.006399999999999997,0.0172,0.0007576799999999998
451,0.9085864699686924,0.006399999999999998,0.0172,0.0007593599999999999
452,0.9081801695168084,0.006399999999999999,0.0172,0.0007610399999999999
453,0.9077735137459523,0.006399999999999998,0.0172,0.0007627199999999999
454,0.907366506319054,0.0063999999999999994,0.0172,0.0007643999999999999
455,0.9069591508845881,0.006399999999999998,0.0172,0.0007660799999999998
456,0.9065514510765675,0.006399999999999999,0.0172,0.00076776
457,0.9061434105145393,0.006399999999999997,0.0172,0.0007694399999999999
458,0.9057350328035798,0.006399999999999998,0.0172,0.0007711199999999999
459,0.9053263215342924,0.006399999999999997,0.0172,0.0007727999999999999
460,0.9049172802828046,0.006399999999999997,0.0172,0.0007744799999999999
461,0.9045079126107669,0.006399999999999997,0.0172,0.00077616
462,0.9040982220653523,0.006399999999999998,0.0172,0.00077784
463,0.9036882121792563,0.006399999999999997,0.0172,0.0007795199999999999
464,0.9032778864706985,0.006399999999999998,0.0172,0.0007811999999999999
465,0.9028672484434239,0.006399999999999998,0.0172,0.0007828799999999999
466,0.9024563015867063,0.006399999999999997,0.0172,0.0007845599999999999
467,0.9020450493753513,0.006399999999999997,0.0172,0.00078624
468,0.9016334952697008,0.006399999999999997,0.0172,0.0007879199999999999
469,0.9012216427156381,0.006399999999999997,0.0172,0.0007895999999999999
470,0.9008094951445936,0.006399999999999997,0.0172,0.0007912799999999999
471,0.9003970559735515,0.006399999999999997,0.0172,0.0007929599999999999
472,0.8999843286050566,0.006399999999999996,0.0172,0.00079464
473,0.8995713164272232,0.006399999999999997,0.0172,0.00079632
474,0.899158022813743,0.006399999999999997,0.0172,0.0007979999999999999
475,0.8987444511238948,0.006399999999999998,0.0172,0.0007996799999999999
476,0.8983306047025547,0.006399999999999997,0.0172,0.0008013599999999999
477,0.8979164868802066,0.006399999999999997,0.0172,0.00080304
478,0.8975021009729542,0.006399999999999997,0.0172,0.00080472
479,0.8970874502825323,0.006399999999999997,0.0172,0.0008064
480,0.8966725380963201,0.006399999999999999,0.0172,0.0008080799999999999
481,0.8962573676873543,0.006399999999999997,0.0172,0.0008097599999999999
482,0.8958419423143433,0.006399999999999998,0.0172,0.00081144
483,0.8954262652216818,0.006399999999999997,0.0172,0.00081312
484,0.8950103396394656,0.006399999999999997,0.0172,0.0008148
485,0.8945941687835082,0.006399999999999997,0.0172,0.00081648
486,0.8941777558553562,0.006399999999999998,0.0172,0.0008181599999999999
487,0.8937611040423072,0.006399999999999997,0.0172,0.0008198399999999998
488,0.8933442165174269,0.006399999999999998,0.0172,0.00082152
489,0.8929270964395669,0.006399999999999997,0.0172,0.0008232
490,0.8925097469533839,0.006399999999999997,0.0172,0.00082488
491,0.8920921711893587,0.006399999999999997,0.0172,0.0008265599999999998
492,0.8916743722638156,0.006399999999999997,0.0172,0.0008282399999999998
493,0.891256353278943,0.006399999999999997,0.0172,0.0008299199999999999
494,0.8908381173228139,0.006399999999999997,0.0172,0.0008315999999999999
495,0.8904196674694073,0.006399999999999998,0.0172,0.0008332799999999999
496,0.8900010067786297,0.006399999999999997,0.0172,0.0008349599999999999
497,0.8895821382963377,0.006399999999999997,0.0172,0.0008366399999999998
498,0.8891630650543602,0.006399999999999997,0.0172,0.00083832
499,0.8887437900705217,0.006399999999999997,0.0176,0.0008399999999999999
500,0.8883243163486665,0.006399999999999997,0.0176,0.0008416799999999999
501,0.8879046468786818,0.006399999999999996,0.0176,0.0008433599999999999
502,0.8874847846365228,0.006399999999999997,0.0176,0.0008450399999999999
503,0.8870647325842377,0.006399999999999997,0.0176,0.0008467199999999998
504,0.8866444936699927,0.006399999999999999,0.0176,0.0008483999999999999
505,0.886224070828098,0.006399999999999998,0.0176,0.0008500799999999999
506,0.8858034669790341,0.006399999999999997,0.0176,0.0008517599999999999
507,0.8853826850294783,0.006399999999999997,0.0176,0.0008534399999999999
508,0.8849617278723313,0.006399999999999997,0.0176,0.0008551199999999998
509,0.8845405983867455,0.006399999999999997,0.0176,0.0008568
510,0.8841192994381518,0.006399999999999997,0.0176,0.0008584799999999999
511,0.8836978338782886,0.006399999999999997,0.0176,0.0008601599999999999
512,0.8832762045452295,0.006399999999999997,0.0176,0.0008618399999999999
513,0.8828544142634127,0.006399999999999997,0.0176,0.0008635199999999999
514,0.8824324658436701,0.006399999999999997,0.0176,0.0008652
515,0.8820103620832568,0.006399999999999996,0.0176,0.00086688
516,0.8815881057658811,0.006399999999999997,0.0176,0.0008685599999999999
517,0.8811656996617345,0.006399999999999997,0.0176,0.0008702399999999999
518,0.8807431465275226,0.006399999999999996,0.0176,0.0008719199999999999
519,0.8803204491064958,0.006399999999999995,0.0176,0.0008736
520,0.8798976101284802,0.006399999999999997,0.0176,0.00087528
521,0.8794746323099099,0.006399999999999996,0.0176,0.00087696
522,0.8790515183538576,0.006399999999999997,0.0176,0.0008786399999999999
523,0.8786282709500681,0.006399999999999996,0.0176,0.0008803199999999999
524,0.8782048927749894,0.006399999999999997,0.0176,0.0008819999999999999
525,0.8777813864918059,0.006399999999999998,0.0176,0.00088368
526,0.8773577547504715,0.006399999999999997,0.0176,0.00088536
527,0.8769340001877425,0.006399999999999996,0.0176,0.0008870399999999999
528,0.876510125427211,0.006399999999999997,0.0176,0.0008887199999999999
529,0.8760861330793388,0.006399999999999996,0.0176,0.0008903999999999999
530,0.8756620257414913,0.006399999999999997,0.0176,0.00089208
531,0.8752378059979719,0.006399999999999996,0.0176,0.00089376
532,0.8748134764200557,0.006399999999999997,0.0176,0.00089544
533,0.8743890395660251,0.006399999999999997,0.0176,0.0008971199999999998
534,0.8739644979812041,0.006399999999999995,0.0176,0.0008987999999999998
535,0.8735398541979936,0.006399999999999997,0.0176,0.0009004799999999999
536,0.8731151107359069,0.006399999999999997,0.0176,0.0009021599999999999
537,0.8726902701016048,0.006399999999999995,0.0176,0.0009038399999999999
538,0.8722653347889319,0.006399999999999997,0.0176,0.0009055199999999999
539,0.8718403072789519,0.006399999999999996,0.0176,0.0009071999999999998
540,0.8714151900399845,0.006399999999999996,0.0176,0.0009088799999999998
541,0.8709899855276411,0.006399999999999997,0.0176,0.0009105599999999999
542,0.8705646961848615,0.006399999999999997,0.0176,0.0009122399999999999
543,0.8701393244419511,0.006399999999999997,0.0176,0.0009139199999999999
544,0.8697138727166167,0.006399999999999997,0.0176,0.0009155999999999999
545,0.8692883434140047,0.006399999999999997,0.0176,0.0009172799999999998
546,0.8688627389267376,0.006399999999999997,0.0176,0.0009189599999999999
547,0.8684370616349514,0.006399999999999997,0.0176,0.0009206399999999999
548,0.8680113139063335,0.006399999999999997,0.0176,0.0009223199999999999
549,0.8675854980961599,0.006399999999999996,0.0176,0.0009239999999999999
550,0.8671596165473338,0.006399999999999997,0.0176,0.0009256799999999998
551,0.8667336715904224,0.006399999999999997,0.0176,0.00092736
552,0.8663076655436961,0.006399999999999997,0.0176,0.0009290399999999999
553,0.8658816007131662,0.006399999999999996,0.0176,0.0009307199999999999
554,0.8654554793926235,0.006399999999999997,0.0176,0.0009323999999999999
555,0.8650293038636763,0.006399999999999996,0.0176,0.0009340799999999999
556,0.8646030763957896,0.006399999999999997,0.0176,0.00093576
557,0.8641767992463236,0.006399999999999997,0.0176,0.00093744
558,0.8637504746605726,0.006399999999999997,0.0176,0.0009391199999999999
559,0.8633241048718039,0.006399999999999997,0.0176,0.0009407999999999999
560,0.8628976921012967,0.006399999999999997,0.0176,0.0009424799999999999
561,0.8624712385583817,0.006399999999999997,0.0176,0.0009441599999999999
562,0.8620447464404799,0.006399999999999997,0.0176,0.00094584
563,0.8616182179331422,0.006399999999999997,0.0176,0.00094752
564,0.8611916552100887,0.006399999999999997,0.0176,0.0009491999999999999
565,0.8607650604332484,0.006399999999999997,0.0176,0.0009508799999999999
566,0.8603384357527988,0.006399999999999997,0.0176,0.0009525599999999999
567,0.8599117833072053,0.006399999999999997,0.0176,0.00095424
568,0.8594851052232614,0.006399999999999997,0.0176,0.00095592
569,0.8590584036161282,0.006399999999999997,0.0176,0.0009575999999999999
570,0.8586316805893743,0.006399999999999996,0.0176,0.0009592799999999999
571,0.8582049382350161,0.006399999999999997,0.0176,0.0009609599999999999
572,0.8577781786335574,0.006399999999999997,0.0176,0.00096264
573,0.8573514038540299,0.006399999999999995,0.0176,0.00096432
574,0.8569246159540329,0.006399999999999996,0.0176,0.000966
575,0.8564978169797741,0.006399999999999997,0.0176,0.0009676799999999998
576,0.8560710089661092,0.006399999999999997,0.0176,0.0009693599999999998
577,0.8556441939365825,0.006399999999999997,0.0184,0.0009710399999999999
578,0.8552173739034674,0.006399999999999996,0.0192,0.0009727199999999999
579,0.8547905508678063,0.006399999999999996,0.0192,0.0009743999999999999
580,0.8543637268194516,0.006399999999999996,0.0192,0.0009760799999999999
581,0.8539369037371056,0.006399999999999996,0.0192,0.0009777599999999998
582,0.8535100835883614,0.006399999999999997,0.0192,0.0009794399999999998
583,0.853083268329743,0.006399999999999996,0.0192,0.00098112
584,0.8526564599067462,0.006399999999999996,0.0192,0.0009828
585,0.852229660253879,0.006399999999999997,0.0192,0.0009844799999999998
586,0.8518028712947021,0.006399999999999997,0.0192,0.0009861599999999998
587,0.8513760949418694,0.006399999999999996,0.0192,0.0009878399999999998
588,0.850949333097169,0.006399999999999997,0.0192,0.00098952
589,0.8505225876515634,0.006399999999999996,0.0192,0.0009912
590,0.8500958604852303,0.006399999999999996,0.0192,0.0009928799999999998
591,0.8496691534676033,0.006399999999999997,0.0192,0.0009945599999999998
592,0.8492424684574122,0.006399999999999997,0.0192,0.0009962399999999998
593,0.8488158073027242,0.006399999999999996,0.0192,0.00099792
594,0.8483891718409838,0.006399999999999997,0.0192,0.0009996
595,0.8479625638990541,0.006399999999999997,0.0192,0.00100128
596,0.8475359852932571,0.006399999999999997,0.0192,0.0010029599999999998
597,0.8471094378294144,0.006399999999999997,0.0192,0.0010046399999999998
598,0.8466829233028876,0.006399999999999997,0.0192,0.0010063199999999998
599,0.8462564434986193,0.006399999999999996,0.0192,0.001008
600,0.8458300001911733,0.006399999999999996,0.0192,0.00100968
601,0.8454035951447753,0.006399999999999997,0.0192,0.00101136
602,0.8449772301133534,0.006399999999999997,0.02,0.0010130399999999998
603,0.8445509068405788,0.006399999999999997,0.02,0.0010147199999999998
604,0.8441246270599061,0.006399999999999996,0.02,0.0010164
605,0.8436983924946139,0.006399999999999996,0.02,0.00101808
606,0.8432722048578452,0.006399999999999996,0.02,0.00101976
607,0.8428460658526477,0.006399999999999996,0.02,0.00102144
608,0.8424199771720142,0.006399999999999997,0.02,0.0010231199999999998
609,0.8419939404989235,0.006399999999999996,0.02,0.0010248
610,0.8415679575063799,0.006399999999999996,0.02,0.00102648
611,0.8411420298574539,0.006399999999999997,0.02,0.00102816
612,0.8407161592053225,0.006399999999999997,0.02,0.00102984
613,0.8402903471933092,0.006399999999999996,0.02,0.0010315199999999997
614,0.8398645954549244,0.006399999999999996,0.02,0.0010332
615,0.8394389056139054,0.006399999999999997,0.02,0.00103488
616,0.8390132792842564,0.006399999999999997,0.02,0.00103656
617,0.8385877180702885,0.006399999999999995,0.02,0.00103824
618,0.83816222356666,0.006399999999999997,0.02,0.00103992
619,0.8377367973584161,0.006399999999999997,0.02,0.0010415999999999997
620,0.8373114410210285,0.006399999999999996,0.02,0.00104328
621,0.8368861561204359,0.006399999999999997,0.02,0.00104496
622,0.8364609442130831,0.006399999999999997,0.02,0.00104664
623,0.8360358068459613,0.006399999999999997,0.02,0.00104832
624,0.8356107455566472,0.006399999999999997,0.02,0.00105
625,0.8351857618733428,0.006399999999999996,0.02,0.00105168
626,0.8347608573149153,0.006399999999999997,0.02,0.00105336
627,0.8343360333909362,0.006399999999999996,0.02,0.00105504
628,0.8339112916017206,0.006399999999999996,0.02,0.00105672
629,0.8334866334383668,0.006399999999999997,0.02,0.0010584
630,0.8330620603827957,0.006399999999999997,0.02,0.00106008
631,0.8326375739077897,0.006399999999999996,0.02,0.00106176
632,0.832213175477032,0.006399999999999996,0.02,0.00106344
633,0.8317888665451456,0.006399999999999995,0.02,0.00106512
634,0.8313646485577325,0.006399999999999995,0.02,0.0010668
635,0.8309405229514124,0.006399999999999997,0.02,0.00106848
636,0.8305164911538617,0.006399999999999997,0.02,0.00107016
637,0.8300925545838523,0.006399999999999996,0.02,0.00107184
638,0.8296687146512903,0.006399999999999997,0.02,0.00107352
639,0.8292449727572544,0.006399999999999996,0.02,0.0010752
640,0.8288213302940348,0.006399999999999997,0.02,0.00107688
641,0.8283977886451717,0.006399999999999997,0.02,0.00107856
642,0.8279743491854932,0.006399999999999997,0.02,0.0010802399999999999
643,0.8275510132811542,0.006399999999999996,0.02,0.0010819199999999999
644,0.8271277822896743,0.006399999999999995,0.02,0.0010835999999999999
645,0.8267046575599761,0.006399999999999996,0.02,0.0010852799999999999
646,0.8262816404324234,0.006399999999999996,0.02,0.0010869599999999999
647,0.8258587322388585,0.006399999999999996,0.02,0.0010886399999999999
648,0.8254359343026412,0.006399999999999997,0.02,0.0010903199999999999
649,0.8250132479386856,0.006399999999999997,0.02,0.0010919999999999999
650,0.8245906744534984,0.006399999999999995,0.02,0.0010936799999999999
651,0.8241682151452164,0.006399999999999995,0.02,0.0010953599999999999
652,0.8237458713036442,0.006399999999999996,0.02,0.0010970399999999999
653,0.8233236442102911,0.006399999999999996,0.02,0.0010987199999999999
654,0.8229015351384094,0.006399999999999996,0.02,0.0011003999999999999
655,0.8224795453530306,0.006399999999999996,0.02,0.0011020799999999999
656,0.8220576761110036,0.006399999999999995,0.02,0.0011037599999999999
657,0.8216359286610311,0.006399999999999997,0.02,0.0011054399999999999
658,0.8212143042437069,0.006399999999999996,0.02,0.0011071199999999998
659,0.8207928040915526,0.006399999999999996,0.02,0.0011087999999999998
660,0.8203714294290548,0.006399999999999996,0.02,0.0011104799999999998
661,0.8199501814727014,0.006399999999999995,0.02,0.0011121599999999998
662,0.8195290614310183,0.006399999999999996,0.02,0.00111384
663,0.8191080705046063,0.006399999999999995,0.02,0.0011155199999999998
664,0.8186872098861769,0.006399999999999996,0.02,0.0011171999999999998
665,0.8182664807605893,0.006399999999999996,0.02,0.0011188799999999998
666,0.8178458843048859,0.006399999999999996,0.02,0.0011205599999999998
667,0.8174254216883291,0.006399999999999995,0.02,0.00112224
668,0.8170050940724369,0.006399999999999996,0.02,0.0011239199999999998
669,0.8165849026110191,0.006399999999999996,0.02,0.0011255999999999998
670,0.8161648484502129,0.006399999999999995,0.0208,0.0011272799999999998
671,0.8157449327285186,0.006399999999999996,0.0208,0.0011289599999999998
672,0.8153251565768356,0.006399999999999995,0.0208,0.00113064
673,0.8149055211184975,0.006399999999999996,0.0208,0.00113232
674,0.8144860274693076,0.006399999999999995,0.0208,0.0011339999999999998
675,0.8140666767375747,0.006399999999999995,0.0208,0.0011356799999999998
676,0.8136474700241474,0.006399999999999996,0.0208,0.0011373599999999998
677,0.81322840842245,0.006399999999999995,0.0208,0.0011390399999999998
678,0.8128094930185171,0.006399999999999995,0.0208,0.00114072
679,0.8123907248910287,0.006399999999999995,0.0208,0.0011424
680,0.8119721051113448,0.006399999999999995,0.0208,0.0011440799999999998
681,0.8115536347435401,0.006399999999999996,0.0208,0.0011457599999999998
682,0.811135314844439,0.006399999999999996,0.0208,0.0011474399999999998
683,0.8107171464636493,0.006399999999999997,0.0208,0.00114912
684,0.8102991306435973,0.006399999999999996,0.0208,0.0011508
685,0.8098812684195615,0.006399999999999996,0.0208,0.00115248
686,0.8094635608197073,0.006399999999999995,0.0208,0.0011541599999999998
687,0.8090460088651203,0.006399999999999995,0.0208,0.0011558399999999998
688,0.8086286135698412,0.006399999999999996,0.0208,0.00115752
689,0.8082113759408985,0.006399999999999994,0.0208,0.0011592
690,0.8077942969783434,0.006399999999999996,0.0208,0.00116088
691,0.8073773776752823,0.006399999999999996,0.0208,0.0011625599999999998
692,0.806960619017911,0.006399999999999996,0.0208,0.0011642399999999998
693,0.8065440219855481,0.006399999999999995,0.0208,0.0011659199999999998
694,0.8061275875506676,0.006399999999999995,0.0208,0.0011676
695,0.8057113166789329,0.006399999999999995,0.0208,0.00116928
696,0.8052952103292293,0.006399999999999995,0.0208,0.00117096
697,0.8048792694536973,0.006399999999999996,0.0208,0.0011726399999999998
698,0.8044634949977649,0.006399999999999995,0.0208,0.0011743199999999997
699,0.8040478879001811,0.006399999999999995,0.0208,0.001176
700,0.8036324490930478,0.006399999999999996,0.0208,0.00117768
701,0.8032171795018526,0.006399999999999996,0.0208,0.00117936
702,0.8028020800455014,0.006399999999999997,0.0208,0.00118104
703,0.8023871516363501,0.006399999999999994,0.0208,0.0011827199999999997
704,0.8019723951802374,0.006399999999999995,0.0208,0.0011844
705,0.8015578115765166,0.006399999999999995,0.0208,0.00118608
706,0.8011434017180873,0.006399999999999995,0.0208,0.00118776
707,0.8007291664914273,0.006399999999999996,0.0208,0.00118944
708,0.800315106776625,0.006399999999999996,0.0208,0.00119112
709,0.7999012234474099,0.006399999999999996,0.0208,0.0011928
710,0.7994875173711848,0.006399999999999995,0.0208,0.00119448
711,0.7990739894090573,0.006399999999999995,0.0208,0.00119616
712,0.7986606404158704,0.006399999999999995,0.0208,0.00119784
713,0.7982474712402342,0.006399999999999995,0.0208,0.00119952
714,0.7978344827245568,0.006399999999999994,0.0208,0.0012011999999999997
715,0.7974216757050752,0.006399999999999995,0.0208,0.00120288
716,0.797009051011886,0.006399999999999996,0.0208,0.00120456
717,0.7965966094689764,0.006399999999999996,0.0208,0.00120624
718,0.7961843518942544,0.006399999999999996,0.0208,0.00120792
719,0.7957722790995797,0.006399999999999994,0.0208,0.0012096
720,0.7953603918907938,0.006399999999999994,0.0208,0.00121128
721,0.7949486910677501,0.006399999999999994,0.0208,0.00121296
722,0.7945371774243445,0.006399999999999995,0.0208,0.00121464
723,0.7941258517485449,0.006399999999999994,0.0208,0.00121632
724,0.7937147148224215,0.006399999999999995,0.0208,0.001218
725,0.7933037674221765,0.006399999999999993,0.0208,0.00121968
726,0.7928930103181735,0.006399999999999995,0.0208,0.00122136
727,0.7924824442749676,0.006399999999999995,0.0208,0.0012230399999999999
728,0.7920720700513345,0.006399999999999995,0.0208,0.0012247199999999999
729,0.7916618884002999,0.006399999999999994,0.0208,0.0012263999999999999
730,0.7912519000691688,0.006399999999999994,0.0208,0.0012280799999999999
731,0.7908421057995544,0.006399999999999995,0.0208,0.0012297599999999999
732,0.7904325063274075,0.006399999999999995,0.0208,0.0012314399999999999
733,0.790023102383045,0.006399999999999994,0.0208,0.0012331199999999999
734,0.7896138946911789,0.006399999999999994,0.0208,0.0012347999999999999
735,0.7892048839709452,0.006399999999999994,0.0208,0.0012364799999999999
736,0.7887960709359318,0.006399999999999995,0.0208,0.0012381599999999999
737,0.7883874562942076,0.006399999999999994,0.0208,0.0012398399999999999
738,0.7879790407483503,0.006399999999999995,0.0208,0.0012415199999999999
739,0.7875708249954753,0.006399999999999995,0.0208,0.0012431999999999999
740,0.7871628097272628,0.006399999999999995,0.0208,0.0012448799999999999
741,0.7867549956299871,0.006399999999999994,0.0208,0.0012465599999999999
742,0.7863473833845432,0.006399999999999995,0.0208,0.0012482399999999999
743,0.7859399736664757,0.006399999999999994,0.0208,0.0012499199999999999
744,0.7855327671460054,0.006399999999999995,0.0208,0.0012515999999999998
745,0.7851257644880577,0.006399999999999996,0.0208,0.0012532799999999998
746,0.7847189663522897,0.006399999999999995,0.0208,0.00125496
747,0.7843123733931173,0.006399999999999994,0.0208,0.0012566399999999998
748,0.7839059862597431,0.006399999999999996,0.0208,0.0012583199999999998
749,0.7834998055961826,0.006399999999999995,0.0208,0.0012599999999999998
750,0.7830938320412921,0.006399999999999995,0.0208,0.0012616799999999998
751,0.7826880662287949,0.006399999999999995,0.0208,0.0012633599999999998
752,0.7822825087873084,0.006399999999999995,0.0208,0.0012650399999999998
753,0.7818771603403708,0.006399999999999996,0.0208,0.0012667199999999998
754,0.7814720215064674,0.006399999999999996,0.0208,0.0012683999999999998
755,0.7810670928990574,0.006399999999999995,0.0208,0.0012700799999999998
756,0.7806623751265999,0.006399999999999994,0.0208,0.0012717599999999998
757,0.7802578687925802,0.006399999999999996,0.0208,0.00127344
758,0.7798535744955364,0.006399999999999995,0.0208,0.0012751199999999998
759,0.7794494928290846,0.006399999999999996,0.0208,0.0012767999999999998
760,0.7790456243819455,0.006399999999999997,0.0208,0.0012784799999999998
761,0.7786419697379696,0.006399999999999996,0.0208,0.0012801599999999998
762,0.7782385294761636,0.006399999999999995,0.0208,0.00128184
763,0.7778353041707151,0.006399999999999996,0.0208,0.00128352
764,0.7774322943910189,0.006399999999999996,0.0208,0.0012851999999999998
765,0.777029500701702,0.006399999999999995,0.0208,0.0012868799999999998
766,0.7766269236626485,0.006399999999999997,0.0208,0.0012885599999999998
767,0.7762245638290255,0.006399999999999995,0.0208,0.00129024
768,0.7758224217513076,0.006399999999999995,0.0208,0.00129192
769,0.7754204979753019,0.006399999999999994,0.0208,0.0012935999999999998
770,0.7750187930421729,0.006399999999999995,0.0208,0.0012952799999999998
771,0.7746173074884674,0.006399999999999994,0.0208,0.0012969599999999998
772,0.7742160418461386,0.006399999999999995,0.0208,0.0012986399999999998
773,0.7738149966425713,0.006399999999999994,0.0208,0.00130032
774,0.7734141724006057,0.006399999999999995,0.0208,0.001302
775,0.773013569638562,0.006399999999999995,0.0208,0.0013036799999999998
776,0.7726131888702646,0.006399999999999996,0.0208,0.0013053599999999998
777,0.772213030605066,0.006399999999999995,0.0208,0.0013070399999999998
778,0.7718130953478708,0.006399999999999993,0.0208,0.00130872
779,0.7714133835991599,0.006399999999999995,0.0208,0.0013104
780,0.7710138958550139,0.006399999999999996,0.0208,0.00131208
781,0.7706146326071369,0.006399999999999996,0.0208,0.0013137599999999998
782,0.7702155943428802,0.006399999999999995,0.0208,0.0013154399999999998
783,0.7698167815452654,0.006399999999999995,0.0208,0.00131712
784,0.7694181946930082,0.006399999999999994,0.0208,0.0013188
785,0.7690198342605413,0.006399999999999995,0.0208,0.00132048
786,0.7686217007180377,0.006399999999999994,0.0208,0.00132216
787,0.7682237945314339,0.006399999999999995,0.0208,0.0013238399999999997
788,0.7678261161624523,0.006399999999999995,0.0208,0.0013255199999999997
789,0.767428666068625,0.006399999999999995,0.0208,0.0013272
790,0.7670314447033155,0.006399999999999994,0.0208,0.00132888
791,0.7666344525157421,0.006399999999999997,0.0208,0.00133056
792,0.766237689951,0.006399999999999995,0.0208,0.0013322399999999997
793,0.7658411574500837,0.006399999999999995,0.0208,0.0013339199999999997
794,0.7654448554499101,0.006399999999999995,0.0208,0.0013356
795,0.7650487843833398,0.006399999999999994,0.0208,0.00133728
796,0.7646529446791995,0.006399999999999994,0.0208,0.00133896
797,0.7642573367623043,0.006399999999999996,0.0208,0.00134064
798,0.7638619610534797,0.006399999999999994,0.0208,0.0013423199999999997
799,0.7634668179695828,0.006399999999999996,0.0208,0.001344
